,Comment,Class,preprocessing_result
290,He gets more views but has less subscribers lol,1,get view le subscriber lol
291,CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere CHECK OUT THIS DOPE CHANNEL!    phenomenallyricshere,1,check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere check dope channel phenomenallyricshere
292,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at MONEYGQ.COM ! Visit MONEYGQ.COM and check it out! Memory Ferirama Besloor Shame Eggmode Wazzasoft Sasaroo Reiltas Moderock Plifal Shorogyt Value Scale Qerrassa Qiameth Mogotrevo Hoppler Parede Yboiveth Drirathiel",1,guy check extraordinary website called moneygqcom make money online start working home today making per month moneygqcom visit moneygqcom check memory ferirama besloor shame eggmode wazzasoft sasaroo reiltas moderock plifal shorogyt value scale qerrassa qiameth mogotrevo hoppler parede yboiveth drirathiel
293,tryna work with some rappers check out the ones i already have on my channel,1,tryna work rapper check one already channel
294,"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  The cook officiates the tax. The walk judges the amount. Why does the ink train the valuable increase?",1,guy check extraordinary website called moneygqcom make money online start working home today making per month moneygqcom visit moneygqcom check cook officiates tax walk judge amount ink train valuable increase
295,Every weekend a new lyric video of Eminem here VIEW LIKE SUBSCRIBE,1,every weekend new lyric video eminem view like subscribe
296,Please check out my New Song (MUSIC VIDEO) AD - Dont Play,1,please check new song music video ad dont play
297,like this comment then type 1337,1,like comment type
298,Hey check out my channel!!!! Please,1,hey check channel please
299,Check Out The New Hot Video By Dante B Called Riled Up,1,check new hot video dante b called riled
300, Subscribe and like my video please,1,subscribe like video please
301,adam b beats check out my page 2013,1,adam b beat check page
302,Check Out The New Hot Video By Dante B Called Riled Up,1,check new hot video dante b called riled
303,"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1,yo know nobody probably even read imma type way hope least one person im rapper dream know there like k world please check music subscribe want thanks would love nothing decent following youtube anyone reading could press quotthumbs upquot people see simple button press could make dream come true thank
304,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mammoth waste achieve the shock? How does the limit reduce the delicate minute? How does the meaty scale adapt the oil?",1,guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check mammoth waste achieve shock limit reduce delicate minute meaty scale adapt oil
305,SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG   SnEakiESTG Good Music. Hood Muzik Subscribe 2 My Channel. Thanks For The Support. SnEakiESTG,1,sneakiestg good music hood muzik subscribe channel thanks support sneakiestg sneakiestg good music hood muzik subscribe channel thanks support sneakiestg
306,"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Busyglide . Sasaroo . Sore . Chillpal . Axiomatic . Naperone . Mere . Undesirable . Agreeable . Encouraging . Imperfect . Roasted . Insidious . Modgone . Quickest . Trelod . Keen . Fresh . Economic . Bocilile",1,guy check extraordinary website called firepacom make money online start working home today making per month firepacom visit firepacom check lake busyglide sasaroo sore chillpal axiomatic naperone mere undesirable agreeable encouraging imperfect roasted insidious modgone quickest trelod keen fresh economic bocilile
307,watch?v=ARkglzjQuP0 Like this comment and share this video so Em can win!!! #YTMA,1,watchvarkglzjqup like comment share video em win ytma
308,"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory?",1,guy check extraordinary website called zonepacom make money online start working home today making per month zonepacom visit zonepacom check view disclose macho lift letter frame thundering cause talk prevent conscious memory
309,"hey guys if you guys can please SUBSCRIBE to my channel ,i&#39;m a young rapper really dedicated i post a video everyday ,i post a verse (16 bars)(part of a song)everyday to improve i&#39;m doing this for 365 days ,right now i&#39;m on day 41  i&#39;m doing it for a whole year without missing one day if you guys can please SUBSCRIBE and follow me on my journey to my dream watch me improve, it really means a lot to me  thank you (:, i won&#39;t let you down i promise(: i&#39;m lyrical i keep it real!",1,hey guy guy please subscribe channel im young rapper really dedicated post video everyday post verse barspart songeveryday improve im day right im day im whole year without missing one day guy please subscribe follow journey dream watch improve really mean lot thank wont let promise im lyrical keep real
310,SubScribe me pls EMİNEM FANS,1,subscribe pls emi̇nem fan
311,Fruits and vegetables give you longer lasting energy for weight loss.  Check out youtube.com/user/36loseweight.,1,fruit vegetable give longer lasting energy weight loss check youtubecomuserloseweight
312,subscribe to my channel  /watch?v=NxK32i0HkDs,1,subscribe channel watchvnxkihkds
313,SUBSCRIBE TO ME! I MAKE MUSIC!,1,subscribe make music
314,hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,1,hey guy look im aware im spamming piss people please take moment check music im young rapper love wan na share music people click picture see like stuff
315,WATCH MY VIDEOS AND SUBSCRIBE,1,watch video subscribe
316,subcribe to us an we will subscribe back,1,subcribe u subscribe back
317,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1,share like page win hand signed rihanna photo fb fan rihanna
318,share and like this page to win a hand signed Rihanna photo!!! fb -  Fans of Rihanna,1,share like page win hand signed rihanna photo fb fan rihanna
319,"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM...  Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track..  Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D  Thanks in advance, you guys will be part of making my dream come TRUE   -Notorious Niko ",1,hey guy im yr old rapper trying get exposure live belgium one speaks english resort gay spam check latest track probably best audio isnt best im gon na invest real equipment next track please thumb others see hey dont check leave response like thanks advance guy part making dream come true notorious niko
